date;knn_class_literal;knn_result;knn_score;title;url
06/03/2021; ;-1;1.43;Ayuso encabeza la rebelión contra las restricciones a la hostelería junto a Euskadi, Andalucía y Castilla y León;https://www.eldiario.es/politica/ayuso-encabeza-rebelion-restricciones-comunes-hosteleria-aprobadas-sanidad_1_7999523.html
06/03/2021; ;-1;1.44;Castilla y León amenaza con recurrir las restricciones si se aplican sin consenso;https://www.eldiario.es/politica/castilla-leon-amenaza-recurrir-restricciones-si-aplican-consenso_1_8000265.html
06/03/2021; ;-1;1.49;Castilla y León recurrirá las restricciones si se aplican sin consenso;https://www.eldiario.es/politica/castilla-leon-recurrira-restricciones-si-aplican-consenso_1_8000940.html
06/03/2021; ;-1;2.08;Castilla y León registra hoy 256 nuevos casos de la enfermedad COVID-19 y dos fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-hoy-256-nuevos-casos-enfermedad-covid-19-fallecidos_1_8000257.html
06/03/2021;institutions;10;2.70;"Castilla y León continúa la desescalada y baja a nivel 2 porque ""la incidencia ya no refleja exactamente las consecuencias sanitarias""";https://www.eldiario.es/castilla-y-leon/castilla-leon-continua-desescalada-baja-nivel-2-prohibe-consumo-barra_1_8000001.html
06/04/2021;culture;1;1.10;Castilla y León actualiza el semáforo para la desescalada y relaja algunas restricciones en centros de día de personas mayores y gimnasios;https://www.eldiario.es/castilla-y-leon/castilla-leon-actualiza-semaforo-desescalada-relaja-restricciones-centros-dia-personas-mayores-gimnasios_1_8003103.html
06/04/2021; ;-1;4.12;Castilla y León registra 231 nuevos contagios de COVID-19;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-231-nuevos-contagios-covid-19_1_8004449.html
06/05/2021; ;-1;2.86;La realidad de las vacunas en Castilla y León: más de las anunciadas por la Junta y ajustadas a población diana;https://www.eldiario.es/castilla-y-leon/politica/realidad-vacunas-castilla-leon-anunciadas-junta-ajustadas-poblacion-diana_1_7999292.html
06/05/2021; ;-1;3.36;Castilla y León suma 212 casos y un fallecido por COVID-19;https://www.eldiario.es/castilla-y-leon/castilla-leon-suma-212-casos-fallecido-covid-19_1_8007302.html
06/06/2021;feminism;4;1.21;El PSOE reclamará en las Cortes que los Premios Castilla y León sean paritarios;https://www.eldiario.es/castilla-y-leon/psoe-reclamara-cortes-premios-castilla-leon-sean-paritarios_1_8008877.html
06/06/2021; ;-1;1.63;El mejor momento de la historia reciente de la tele y de la poesía;https://elpais.com/television/2021-06-06/el-mejor-momento-de-la-historia-reciente-de-la-tele-y-de-la-poesia.html
06/07/2021;feminism;4;1.11;72 horas de silencio de la Sanidad de Castilla y León sobre la denuncia contra un médico fallecido: protestas, tres dimisiones y una investigación en la Fiscalía;https://www.eldiario.es/castilla-y-leon/72-horas-silencio-sanidad-castilla-leon-denuncia-medico-fallecido-protestas-dimisiones-investigacion-fiscalia_1_8006092.html
06/07/2021;culture;1;1.40;Castilla y León se reafirma y no aplicará las restricciones a la hostelería aprobadas por el Consejo Interterritorial;https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-reafirma-no-aplicara-restricciones-hosteleria-aprobadas-consejo-interterritorial_1_8012537.html
06/07/2021; ;-1;4.12;Castilla y León registra 65 nuevos casos y un fallecido por COVID-19;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-65-nuevos-casos-fallecido-covid-19_1_8011427.html
06/08/2021;migrants;2;0.78;Así avanza la vacunación en España: Madrid se une al resto de comunidades y llama a los menores de 49;https://elpais.com/sociedad/2021-06-08/asi-avanza-la-vacunacion-en-espana-todas-las-comunidades-excepto-madrid-ya-citan-al-grupo-de-40-a-49-anos.html
06/08/2021;poor;6;0.85;Investigadores denuncian que Castilla y León se niega a prorrogar unos meses los contratos predoctorales que terminan en julio;https://www.eldiario.es/castilla-y-leon/sociedad/investigadores-denuncian-castilla-leon-niega-prorrogar-meses-contratos-predoctorales-terminan-julio_1_8012726.html
06/08/2021;feminism;4;0.98;La Sanidad de Castilla y León desoyó durante años las denuncias contra un médico por abusar de pacientes menores y adultas;https://www.eldiario.es/castilla-y-leon/sanidad-castilla-leon-desoyo-durante-anos-denuncias-medico-abusar-pacientes-menores-adultas_1_8014288.html
06/08/2021;politics;3;0.99;Los barones moderados del PP dejan a Casado con Ayuso en la foto de Colón ;https://elpais.com/espana/2021-06-08/los-barones-moderados-del-pp-dejan-a-casado-con-ayuso-en-la-foto-de-colon.html
06/08/2021; ;-1;1.33;Las Cortes de Castilla y León aprueban la creación de la comisión de investigación sobre las residencias;https://www.eldiario.es/castilla-y-leon/cortes-castilla-leon-aprueban-creacion-comision-investigacion-residencias_1_8017083.html
06/08/2021; ;-1;2.37;Castilla y León registra 195 nuevos contagios de COVID y ningún fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-195-nuevos-contagios-covid-fallecido_1_8015490.html
06/08/2021; ;-1;3.14;Muere Alfredo Matesanz, el periodista radiofónico que resolvía problemas;https://elpais.com/sociedad/2021-06-08/alfredo-matesanz-el-periodista-radiofonico-que-resolvia-problemas.html
06/09/2021;migrants;2;0.68;Castilla y León anticipa que necesitará más vacunas si atiende a trasladados;https://www.eldiario.es/sociedad/castilla-leon-anticipa-necesitara-vacunas-si-atiende-trasladados_1_8021104.html
06/09/2021;feminism;4;0.97;El Parlamento de Castilla y León aprueba una proposición no de ley contra los indultos a los políticos catalanes presos;https://elpais.com/espana/2021-06-09/el-parlamento-de-castilla-y-leon-aprueba-una-proposicion-no-de-ley-contra-los-indultos-a-los-politicos-catalanes-presos.html
06/09/2021;culture;1;1.25;El rediseño de una plaza pública que recuperó una vieja costumbre perdida en un pueblo de 300 habitantes en León;https://elpais.com/icon-design/arquitectura/2021-06-09/el-rediseno-de-una-plaza-publica-que-transformo-la-vida-de-un-pueblo-de-300-habitantes-en-leon.html
06/09/2021;feminism;4;1.26;Las Cortes de Castilla y León rechazan los indultos a los presos del procés;https://www.eldiario.es/castilla-y-leon/cortes-castilla-leon-rechazan-indultos-presos-proces_1_8021259.html
06/09/2021; ;-1;1.50;Error en una de las preguntas del examen de inglés de la EBAU en Castilla y León;https://www.eldiario.es/castilla-y-leon/error-preguntas-examen-ingles-ebau-castilla-leon_1_8021568.html
06/09/2021; ;-1;1.54;Sanidad de Castilla y León tendrá que doblar la indemnización a familiares de un fallecido de cáncer por retraso diagnóstico;https://www.eldiario.es/castilla-y-leon/tribunales/sanidad-castilla-leon-tendra-doblar-indemnizacion-familiares-fallecido-cancer-retraso-diagnostico_1_8019168.html
06/09/2021; ;-1;1.55;Castilla y León suma 198 casos de COVID-19 y ningún fallecido por segundo día consecutivo;https://www.eldiario.es/castilla-y-leon/castilla-leon-suma-198-casos-covid-19-fallecido-segundo-dia-consecutivo_1_8020832.html
06/09/2021; ;-1;2.99;Un total de 11.059 alumnos de Castilla y León se enfrenta desde este miércoles a la EBAU, casi 9% menos que hace un año;https://www.eldiario.es/castilla-y-leon/total-11-059-alumnos-castilla-leon-enfrenta-miercoles-ebau-9-ano_1_8018690.html
06/10/2021;feminism;4;0.75;"Castilla y León garantiza ""rigor, severidad y diligencia"" en la investigación de los presuntos abusos sexuales en el Hospital de Medina del Campo";https://www.eldiario.es/castilla-y-leon/castilla-leon-garantiza-rigor-severidad-diligencia-investigacion-presuntos-abusos-sexuales-hospital-medina-campo_1_8024020.html
06/10/2021;feminism;4;0.90;Cascada de dimisiones en el hospital de Medina del Campo tras los presuntos abusos de un traumatólogo sobre mujeres y niñas al explorarlas o sedadas ;https://elpais.com/sociedad/2021-06-10/cascada-de-dimisiones-en-el-hospital-de-medina-del-campo-tras-los-presuntos-abusos-de-un-traumatologo-sobre-mujeres-sedadas-y-ninas.html
06/10/2021;culture;1;1.00;Monasterio de la Vid, un monumento que llama al descanso junto al Duero;https://elpais.com/elviajero/2021/06/10/actualidad/1623327236_183292.html
06/10/2021;culture;1;1.13;Burgos acoge el primer congreso de Castilla y León;https://www.eldiario.es/castilla-y-leon/burgos-acoge-primer-congreso-castilla-leon_1_8025852.html
06/10/2021;culture;1;1.35;Castilla y León dará la puntuación máxima al ejercicio erróneo del examen de Inglés de la EBAU;https://www.eldiario.es/castilla-y-leon/castilla-leon-dara-puntuacion-maxima-ejercicio-erroneo-examen-ingles-ebau_1_8024464.html
06/10/2021; ;-1;1.53;Polémica en los exámenes de EBAU de Madrid, Valencia y Castilla y León;https://elpais.com/educacion/2021-06-10/polemica-en-los-examenes-de-ebau-de-madrid-valencia-y-castilla-y-leon.html
06/10/2021; ;-1;1.63;Castilla y León reabre el ocio nocturno y amplía a las 2 el cierre de la hostelería;https://www.eldiario.es/politica/castilla-leon-reabre-ocio-nocturno-amplia-2-cierre-hosteleria_1_8023927.html
06/10/2021; ;-1;1.74;Denuncian a 76 miembros de la Familia Arcoíris en Mansilla y otros 70 abandonan el lugar;https://www.eldiario.es/la-rioja/denuncian-a-76-miembros-de-la-familia-arcoiris-en-mansilla-y-otros-70-abandonan-el-lugar_1_11166949.html
06/10/2021; ;-1;1.79;"Castilla y León no autorizará locales de apuestas durante dos años mientras elabora una ley ""más rígida""";https://www.eldiario.es/castilla-y-leon/castilla-leon-no-autorizara-locales-apuestas-proximos-anos-elabora-nueva-ley-rigida_1_8024527.html
06/10/2021; ;-1;1.95;Castilla y León abrirá el viernes las discotecas y salas de fiesta hasta las dos de la madrugada;https://www.eldiario.es/castilla-y-leon/castilla-leon-abrira-viernes-discotecas-salas-fiesta-madrugada_1_8023656.html
06/10/2021; ;-1;2.61;Castilla y León registra 176 nuevos casos de COVID-19 y 2 fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-176-nuevos-casos-covid-19-2-fallecidos_1_8024729.html
06/10/2021;institutions;10;2.98;Fuertes tormentas mañana al este de Castilla y León, Aragón y Cataluña;https://www.eldiario.es/sociedad/fuertes-tormentas-manana-castilla-leon-aragon-cataluna_1_8025354.html
06/11/2021;feminism;4;0.84;Miles de feministas protestan en Castilla y León por los últimos asesinatos machistas;https://www.eldiario.es/castilla-y-leon/miles-feministas-protestan-castilla-leon-ultimos-asesinatos-machistas_1_8030302.html
06/11/2021;feminism;4;0.89;Las organizaciones feministas de Castilla y León convocan concentraciones por los últimos asesinatos machistas;https://www.eldiario.es/castilla-y-leon/organizaciones-feministas-castilla-leon-convocan-concentraciones-ultimos-asesinatos-machistas_1_8029484.html
06/11/2021;poor;6;0.90;Solo la ocupación de las UCI presenta niveles de riesgo alto o muy alto en el 'semáforo COVID' en Castilla y León;https://www.eldiario.es/castilla-y-leon/ocupacion-uci-presenta-niveles-riesgo-alto-alto-semaforo-covid-cyl_1_8029912.html
06/11/2021;culture;1;1.44;El túnel de Piqueras estará cerrado durante cuatro días;https://www.eldiario.es/la-rioja/el-tunel-de-piqueras-estara-cerrado-durante-cuatro-dias_1_11167008.html
06/11/2021; ;-1;1.51;Medio centenar de militantes y cargos de Ciudadanos de Castilla y León se concentra contra los indultos;https://www.eldiario.es/castilla-y-leon/politica/medio-centenar-militantes-cargos-ciudadanos-castilla-leon-concentra-indultos_1_8029925.html
06/11/2021; ;-1;1.84;Mañana, tormentas fuertes en el oeste de Castilla y León y Extremadura;https://www.eldiario.es/sociedad/manana-tormentas-fuertes-oeste-castilla-leon-extremadura_1_8029267.html
06/11/2021; ;-1;3.60;Fuertes tormentas al este de Castilla y León, Aragón y Cataluña;https://www.eldiario.es/sociedad/fuertes-tormentas-castilla-leon-aragon-cataluna_1_8026734.html
06/11/2021; ;-1;4.08;El talento de las provincias se vacía hacia Madrid ;https://elpais.com/espana/2021-06-11/el-talento-de-las-provincias-se-vacia-hacia-madrid.html
06/12/2021;environment;8;1.00;"El ""abuso"" de los proyectos eólicos en Castilla y León que no frenan la despoblación: ""Nos están echando de los pueblos""";https://www.eldiario.es/castilla-y-leon/sociedad/abuso-proyectos-eolicos-castilla-leon-no-frenan-despoblacion-echando-pueblos_1_8022962.html
06/12/2021; ;-1;1.05;Chubascos localmente fuertes en Galicia, Asturias y zonas de Castilla y León;https://www.eldiario.es/sociedad/chubascos-localmente-fuertes-galicia-asturias-zonas-castilla-leon_1_8031938.html
06/12/2021;institutions;10;2.81;Castilla y León registra 179 nuevos contagios, un fallecido y 23 altas;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-179-nuevos-contagios-fallecido-23-altas_1_8031419.html
06/13/2021; ;-1;1.03;Localizadas en buen estado dos montañistas perdidas en la zona del Monte Peña Negra;https://www.eldiario.es/la-rioja/localizadas-en-buen-estado-dos-montanistas-perdidas-en-la-zona-del-monte-pena-negra_1_11167066.html
06/13/2021; ;-1;1.64;Castilla y León pide a la gente que se ponga la primera dosis de la vacuna y retrase la segunda si está de vacaciones;https://www.eldiario.es/castilla-y-leon/castilla-leon-pide-gente-ponga-primera-dosis-vacuna-retrase-segunda-si-vacaciones_1_8033443.html
06/13/2021; ;-1;1.85;La mitad de la población de Castilla y León ya tiene al menos una dosis de la vacuna contra la COVID-19;https://www.eldiario.es/castilla-y-leon/mitad-poblacion-castilla-leon-dosis_1_8032852.html
06/13/2021; ;-1;4.93;Castilla y León registra 81 nuevos contagios de COVID y dos fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-81-nuevos-contagios-covid-fallecidos_1_8033436.html
06/14/2021; ;-1;1.10;La cosecha de cereales llega con rebajas por el calor y el pedrisco;https://elpais.com/economia/2021-06-14/la-cosecha-de-cereales-llega-con-rebajas-por-el-calor-y-el-pedrisco.html
06/14/2021; ;-1;1.13;Focos de resistencia en Castilla y León al consenso interno del PP;https://www.eldiario.es/castilla-y-leon/opinion/focos-resistencia-castilla-leon-consenso-interno-pp_1_8034937.html
06/14/2021; ;-1;1.45;Castilla y León registra 48 nuevos casos de COVID-19 y ningún fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-48-nuevos-casos-covid-19-fallecido_1_8035920.html
06/14/2021; ;-1;4.45;El ejemplo finlandés de Oulu inspira a Aragón, Castilla-La Mancha y Castilla y León para combatir la despoblación;https://www.eldiario.es/aragon/politica/ejemplo-finlandes-oulu-inspira-aragon-castilla-mancha-castilla-leon-combatir-despoblacion_1_8036962.html
06/14/2021; ;-1;6.59;Carlos Fernández Carriedo: “Ahora hay una oportunidad para el mundo rural”;https://elpais.com/economia/2021-06-14/carlos-fernandez-carriedo-ahora-hay-una-oportunidad-para-el-mundo-rural.html
06/15/2021;environment;8;0.95;El Gobierno rechaza los argumentos de Castilla y León y mantiene que prohibirá cazar lobo antes de que termine septiembre;https://www.eldiario.es/castilla-y-leon/gobierno-rechaza-argumentos-castilla-leon-mantiene-prohibira-cazar-lobo-termine-septiembre_1_8041942.html
06/15/2021; ;-1;1.35;Así avanza la inmunización contra la covid: el 45% de los españoles ya ha recibido una dosis de la vacuna;https://elpais.com/sociedad/2021-06-15/asi-avanza-la-inmunizacion-contra-la-covid-el-45-de-los-espanoles-ya-ha-recibido-una-dosis-de-la-vacuna.html
06/15/2021; ;-1;1.45;Los 35 jefes y técnicos de Protección Ambiental de Castilla y León advierten a la Junta que no pueden controlar a las industrias más contaminantes por falta de personal;https://www.eldiario.es/castilla-y-leon/35-jefes-tecnicos-proteccion-ambiental-castilla-leon-advierten-junta-no-controlar-industrias-contaminantes-falta-personal_1_8042037.html
06/15/2021; ;-1;1.82;Castilla y León mantendrá las medidas contra el COVID durante el próximo curso en todos los niveles educativos;https://www.eldiario.es/castilla-y-leon/castilla-leon-mantendra-medidas-covid-durante-proximo-curso-niveles-educativos_1_8039550.html
06/15/2021; ;-1;2.13;La batalla para superar la despoblación;https://elpais.com/opinion/2021-06-15/la-batalla-para-superar-la-despoblacion.html
06/15/2021; ;-1;3.40;Castilla y León registra 173 nuevos casos de COVID-19 y ningún fallecimiento;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-173-nuevos-casos-covid-19-fallecimiento_1_8039804.html
06/16/2021;politics;3;0.48;"Ciudadanos no teme el adelanto electoral en Castilla y León: ""Confiamos en la palabra de Mañueco""";https://www.eldiario.es/castilla-y-leon/ciudadanos-no-teme-adelanto-electoral-castilla-leon-confiamos-palabra-manueco_1_8044049.html
06/16/2021; ;-1;1.20;"Los profesores de Economía de Castilla y León protestan por el contenido ""ambiguo"" del examen de la EBAU";https://www.eldiario.es/castilla-y-leon/sociedad/profesores-economia-castilla-leon-protestan-contenido-ambiguo-ebau_1_8046333.html
06/16/2021;institutions;10;2.07;"La consejera de Sanidad de Castilla y León apunta que ""las cosas pintan bien"" para pasar a nivel 1 y el jueves definirán dónde";https://www.eldiario.es/castilla-y-leon/consejera-sanidad-castilla-leon-apunta-cosas-pintan-pasar-nivel-1-jueves-definiran_1_8044927.html
06/16/2021; ;-1;2.94;Castilla y León supera los dos millones de dosis inoculadas de la vacuna contra la COVID;https://www.eldiario.es/castilla-y-leon/castilla-leon-supera-millones-dosis-inoculadas-vacuna-covid_1_8045683.html
06/16/2021; ;-1;3.46;Cae la incidencia en Castilla y León: seis municipios de más de 5.000 habitantes no registran casos de COVID en las últimas dos semanas;https://www.eldiario.es/castilla-y-leon/cae-incidencia-castilla-leon-seis-municipios-5-000-habitantes-incidencia-0-casos-14-dias_1_8045045.html
06/16/2021; ;-1;3.88;Castilla y León registra 191 nuevos contagios de COVID y 26 altas;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-191-nuevos-contagios-covid-26-altas_1_8044894.html
06/16/2021; ;-1;3.88;Castilla y León recibe más población del resto de España de la que pierde por primera vez en 20 años tras la pandemia;https://www.eldiario.es/castilla-y-leon/castilla-leon-recibe-poblacion-resto-espana-pierde-primera-vez-20-anos-pandemia_1_8041479.html
06/16/2021; ;-1;5.43;"El consejero de Fomento y Medio Ambiente de Castilla y León reconoce que el personal de Protección Ambiental es ""insuficiente""";https://www.eldiario.es/castilla-y-leon/consejero-fomento-medio-ambiente-castilla-leon-reconoce-personal-proteccion-ambiental-insuficiente_1_8044627.html
06/17/2021;culture;1;1.04;Tres joyas en la llanura castellana;https://elpais.com/elviajero/2021/06/17/actualidad/1623923669_703613.html
06/17/2021; ;-1;1.11;"Castilla y León critica la propuesta de Celaá para pasar de curso sin límite de suspensos: ""Es estafar a los estudiantes""";https://www.eldiario.es/castilla-y-leon/castilla-leon-critica-propuesta-celaa-pasar-curso-aprobar-estafar-estudiantes_1_8048420.html
06/17/2021;culture;1;1.18;GUÍA | Vuelven las barras de los bares y el turismo rural sin restricciones: Castilla y León baja a nivel 1 de alerta;https://www.eldiario.es/castilla-y-leon/vuelven-barras-bares-turismo-rural-restricciones-castilla-leon-baja-nivel-1-alerta_1_8046113.html
06/17/2021; ;-1;1.57;Castilla y León entrega este viernes la Medalla al Mérito Profesional a título póstumo al reportero Roberto Fraile;https://www.eldiario.es/politica/castilla-leon-entrega-viernes-medalla-merito-profesional-titulo-postumo-reportero-roberto-fraile_1_8048867.html
06/17/2021; ;-1;1.89;Castilla y León pasa a nivel 1 y permite el consumo en barra y hasta 25 comensales por mesa;https://www.eldiario.es/castilla-y-leon/castilla-leon-pasa-fase-1_1_8047627.html
06/17/2021; ;-1;2.00;Castilla y León registra 101 nuevos casos de COVID, sin fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-hoy-101-nuevos-casos-covid-fallecidos_1_8048661.html
06/17/2021; ;-1;4.18;Castilla y León fue la comunidad con mayor mortalidad en 2020;https://www.eldiario.es/castilla-y-leon/castilla-leon-comunidad-mayor-mortalidad_1_8047192.html
06/18/2021;culture;1;1.02;Castilla y León dará ayudas directas de 8.000 euros a los empresarios de discotecas tras un año sin poder abrir;https://www.eldiario.es/castilla-y-leon/economia/castilla-leon-dara-ayudas-directas-8-000-euros-empresarios-discotecas-ano-abrir_1_8050989.html
06/18/2021;culture;1;1.26;Cercas defiende los indultos del ‘procés’ como “acto de fe” en la inauguración del nuevo festival literario de Castilla y León;https://elpais.com/cultura/2021-06-18/cercas-defiende-los-indultos-del-proces-como-acto-de-fe-en-la-inauguracion-del-nuevo-festival-literario-de-castilla-y-leon.html
06/18/2021; ;-1;1.97;"Castilla y León carga contra Sánchez por anunciar el fin de las mascarillas al aire libre ""sin contar con el Interterritorial""";https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-carga-sanchez-anunciar-mascarillas-aire-libre-contar-interterritorial_1_8052043.html
06/18/2021; ;-1;2.09;Castilla y León registra 114 nuevos contagios de COVID y ningún fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-114-nuevos-contagios-covid-fallecido_1_8052164.html
06/19/2021;feminism;4;0.73;La Asociación de Periodistas Feministas de Castilla y León advierte de que es más necesario que nunca un periodismo con perspectiva de género;https://www.eldiario.es/castilla-y-leon/asociacion-periodistas-feministas-castilla-leon-advierte-necesario-periodismo-perspectiva-genero_1_8055526.html
06/19/2021;politics;3;0.85;"Mañueco destaca intereses compartidos con Ayuso porque Madrid y Castilla y León son ""leales y solidarias, pero no sumisas""";https://www.eldiario.es/castilla-y-leon/politica/manueco-destaca-intereses-compartidos-ayuso-madrid-castilla-leon-son-leales-solidarias-no-sumisas_1_8056173.html
06/19/2021; ;-1;1.53;El PP naufraga en la recogida de firmas contra los indultos;https://elpais.com/espana/2021-06-19/el-pp-naufraga-en-la-recogida-de-firmas-contra-los-indultos.html
06/19/2021; ;-1;2.82;Castilla y León ve en el fin de las mascarillas una decisión política, no científica;https://www.eldiario.es/politica/castilla-leon-ve-mascarillas-decision-politica-no-cientifica_1_8055334.html
06/19/2021; ;-1;4.02;Tercera jornada sin fallecidos en Castilla y León, con 152 nuevos casos;https://www.eldiario.es/castilla-y-leon/tercera-jornada-fallecidos-castilla-leon-152-nuevos-casos_1_8055517.html
06/20/2021;feminism;4;1.10;Castilla y León registra 78 nuevos casos y un fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-78-nuevos-casos-fallecido_1_8057301.html
06/21/2021;feminism;4;0.81;Detenido un hombre acusado de matar a su pareja en Valladolid;https://elpais.com/sociedad/2021-06-21/un-hombre-mata-a-su-pareja-en-valladolid.html
06/21/2021; ;-1;1.80;Castilla y León suma 38 casos de COVID-19 y dos fallecimientos;https://www.eldiario.es/castilla-y-leon/castilla-leon-suma-38-casos-covid-19-fallecimientos_1_8059168.html
06/22/2021;feminism;4;0.42;Una mujer de 34 años está en la UCI tras ser apuñalada por su pareja en Salamanca;https://elpais.com/sociedad/2021-06-22/una-mujer-de-34-anos-esta-en-la-uci-tras-ser-apunalada-por-su-pareja-en-salamanca.html
06/22/2021; ;-1;1.55;Castilla y León registra 116 nuevos casos de COVID-19 y un fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-116-nuevos-casos-covid-19-fallecido_1_8062622.html
06/23/2021; ;-1;1.03;Castilla y León aprueba la nueva Ley de Caza;https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-aprueba-nueva-ley-caza_1_8067686.html
06/23/2021;culture;1;1.26;Respaldo unánime a suspender durante dos años la apertura de locales y casas de apuestas en Castilla y León;https://www.eldiario.es/castilla-y-leon/sociedad/respaldo-unanime-suspender-durante-anos-apertura-locales-casas-apuestas-castilla-leon_1_8066683.html
06/23/2021; ;-1;1.43;Castilla y León registra 98 nuevos contagios de COVID y ningún fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-98-nuevos-contagios-covid-fallecido_1_8067618.html
06/23/2021; ;-1;2.04;Castilla y León prevé administrar en Valladolid la primera dosis al grupo de 30 a 39 años entre el 15 y el 30 de julio;https://www.eldiario.es/castilla-y-leon/provincias/valladolid/sanidad-preve-administrar-valladolid-primera-dosis-grupo-30-39-anos-15-30-julio_1_8067843.html
06/24/2021;feminism;4;0.76;Castilla y León anuncia la creación de la comisión de garantías, el primer paso para aplicar la eutanasia;https://www.eldiario.es/castilla-y-leon/castilla-leon-anuncia-creacion-comision-garantias-primer-paso-aplicar-eutanasia_1_8071721.html
06/24/2021;history;9;0.81;Julio Llamazares nos guía por la memoria de Vegamián;https://elpais.com/elviajero/2021/06/24/actualidad/1624531725_359751.html
06/24/2021;environment;8;0.93;Las claves de la nueva ley de caza en Castilla y León: permite batidas con nieve y fija dos especies vulnerables como cinegéticas;https://www.eldiario.es/castilla-y-leon/sociedad/claves-nueva-ley-caza-castilla-leon-permite-batidas-nieve-fija-especies-vulnerables-cinegeticas_1_8066066.html
06/24/2021;environment;8;0.96;Hallados en Salamanca 100 buitres envenenados, 56 de ellos muertos;https://elpais.com/clima-y-medio-ambiente/2021-06-24/hallados-en-castilla-y-leon-100-buitres-envenenados-56-de-ellos-muertos.html
06/24/2021; ;-1;1.73;Castilla y León critica que el Gobierno no permita a las comunidades imponer el uso de la mascarilla en municipios con más incidencia;https://www.eldiario.es/castilla-y-leon/castilla-leon-afea-gobierno-no-permita-comunidades-imponer-mascarilla-municipios-incidencia_1_8071533.html
06/24/2021; ;-1;2.20;Castilla y León quiere adelantar la segunda dosis de AstraZeneca por la variante india;https://www.eldiario.es/castilla-y-leon/castilla-leon-quiere-adelantar-segunda-dosis-astrazeneca-variante-india_1_8072007.html
06/25/2021;feminism;4;0.94;Las comunidades del Camino de Santiago francés unen fuerzas este sábado en Logroño;https://www.eldiario.es/la-rioja/las-comunidades-del-camino-de-santiago-frances-unen-fuerzas-este-sabado-en-logrono_1_11167645.html
06/25/2021;politics;3;1.07;El PP recuperaría la mayoría absoluta en Castilla y León según un sondeo;https://www.eldiario.es/castilla-y-leon/pp-recuperaria-mayoria-absoluta-castilla-leon-sondeo_1_8074071.html
06/25/2021;feminism;4;1.20;Las Cortes de Castilla y León decidirán en septiembre si integran en la comisión de residencias la pedida por PP y Cs sobre la pandemia;https://www.eldiario.es/castilla-y-leon/cortes-castilla-leon-decidiran-septiembre-si-integran-comision-residencias-pedida-pp-cs-pandemia_1_8075200.html
06/25/2021; ;-1;2.44;Castilla y León registra 119 nuevos casos de COVID-19 y un fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-119-nuevos-casos-covid-19-fallecido_1_8075155.html
06/26/2021;culture;1;1.50;Las comunidades del Camino de Santiago renuevan su colaboración en Logroño;https://www.eldiario.es/la-rioja/las-comunidades-del-camino-de-santiago-renuevan-su-colaboracion-en-logrono_1_11167681.html
06/26/2021; ;-1;4.56;Castilla y León registra 145 nuevos contagios de COVID y un fallecido;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-145-nuevos-contagios-covid-fallecido_1_8078370.html
06/27/2021;environment;8;0.63;Castilla y León diseña un mapa para excluir macroparques solares por su daño a especies sensibles de aves;https://www.eldiario.es/castilla-y-leon/sociedad/castilla-leon-disena-mapa-excluir-macroparques-solares-dano-especies-sensibles-aves_1_8080625.html
06/27/2021; ;-1;1.52;A Fadrique Enríquez, almirante de Castilla;https://elpais.com/eps/2021-06-27/a-fadrique-enriquez-almirante-de-castilla.html
06/27/2021; ;-1;1.56;Castilla y León notifica 110 nuevos contagios y dos fallecimientos por COVID-19;https://www.eldiario.es/castilla-y-leon/castilla-leon-notifica-110-nuevos-contagios-fallecimientos-covid-19_1_8079986.html
06/27/2021; ;-1;3.47;Castilla y León suma 110 nuevos casos de covid-19 y dos fallecidos;https://www.eldiario.es/sociedad/castilla-leon-suma-110-nuevos-casos-covid-19-fallecidos_1_8080090.html
06/28/2021;feminism;4;1.20;Castilla y León registra doce positivos y 50 contactos vinculados con el macrobrote iniciado en Mallorca;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-doce-positivos-50-contactos-vinculados-macrobrote-iniciado-mallorca_1_8083269.html
06/28/2021;institutions;10;3.60;Castilla y León registra 76 nuevos contagios de COVID y cuatro fallecidos;https://www.eldiario.es/castilla-y-leon/castilla-leon-registra-76-nuevos-contagios-covid-cuatro-fallecidos_1_8083278.html
